target	relatum	kind	elicited_relation	documented_relation	status	prob	hapax	min_distance
computer	webcam	physical	MER		Missing	0.0138888888888888	True	
computer	memory	physical	MER	MER	Matched	0.0555555555555555	False	
computer	key	physical	MER		Missing	0.0138888888888888	True	
computer	printer	physical	MER		Missing	0.0277777777777777	False	
computer	scanner	physical	MER		Missing	0.0138888888888888	True	
computer	body	physical	MER		Missing	0.0138888888888888	True	
computer	information	physical	MER		Missing	0.0138888888888888	True	
computer	code	physical	MER		Missing	0.0138888888888888	True	
computer	disc	physical	MER		Missing	0.0138888888888888	True	
computer	drive	physical	MER		Missing	0.0138888888888888	True	
computer	battery	physical	MER		Missing	0.0138888888888888	True	
computer	pad	physical	MER		Missing	0.0138888888888888	True	
computer	laptop	physical	MER		Missing	0.0138888888888888	True	
computer	power	physical	MER		Missing	0.0138888888888888	True	
computer	software	physical	MER		Missing	0.0138888888888888	True	
boot	heel	ambiguous	MER	MER	Matched	0.3050847457627119	False	
boot	toe	ambiguous	MER		Missing	0.1016949152542373	False	
boot	sole	ambiguous	MER		Missing	0.2033898305084746	False	
boot	insole	ambiguous	MER	MER	Matched	0.0338983050847457	False	
boot	leather	ambiguous	MER		Missing	0.0677966101694915	False	
boot	shoe	ambiguous	MER		Missing	0.0169491525423728	True	
boot	footwear	ambiguous	MER	HYP	Mismatched	0.0169491525423728	True	
boot	material	ambiguous	MER		Missing	0.0508474576271186	False	
boot	zipper	ambiguous	MER		Missing	0.0677966101694915	False	
boot	suede	ambiguous	MER		Missing	0.0508474576271186	False	
boot	lace	ambiguous	MER		Missing	0.0338983050847457	False	
boot	buckle	ambiguous	MER		Missing	0.0169491525423728	True	
boot	bottom	ambiguous	MER		Missing	0.0169491525423728	True	
executive	worker	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	employee	ambiguous	HYP		Missing	0.0483870967741935	False	
executive	boss	ambiguous	HYP		Missing	0.1451612903225806	False	
executive	manager	ambiguous	HYP		Missing	0.1129032258064516	False	
executive	professional	ambiguous	HYP		Missing	0.0967741935483871	False	
executive	chair	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	head	ambiguous	HYP	HYP	Matched	0.032258064516129	False	1.0
executive	leader	ambiguous	HYP		Missing	0.2741935483870967	False	2.0
executive	president	ambiguous	HYP		Missing	0.032258064516129	False	
executive	chief	ambiguous	HYP	HYP	Matched	0.0483870967741935	False	1.0
executive	businessman	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	officer	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	leadership	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	owner	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	job	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	position	ambiguous	HYP		Missing	0.032258064516129	False	
executive	title	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	supervisor	ambiguous	HYP		Missing	0.0161290322580645	True	
executive	director	ambiguous	HYP		Missing	0.032258064516129	False	
sound	absence	ambiguous	ANT		Missing	0.0259740259740259	False	
sound	emotion	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	silence	ambiguous	ANT	ANT	Matched	0.3376623376623376	False	
sound	light	ambiguous	ANT		Missing	0.0649350649350649	False	
sound	mute	ambiguous	ANT		Missing	0.0389610389610389	False	
sound	void	ambiguous	ANT		Missing	0.0649350649350649	False	
sound	color	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	object	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	smell	ambiguous	ANT		Missing	0.0389610389610389	False	
sound	sight	ambiguous	ANT		Missing	0.0259740259740259	False	
sound	space	ambiguous	ANT		Missing	0.0389610389610389	False	
sound	quiet	ambiguous	ANT	ANT	Matched	0.1038961038961039	False	
sound	image	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	hush	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	peace	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	library	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	north	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	deafness	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	still	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	speechlessness	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	solemnity	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	sense	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	taste	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	touch	ambiguous	ANT		Missing	0.0129870129870129	True	
sound	noise	ambiguous	HPO	HPO	Matched	0.1282051282051282	False	1.0
sound	emotion	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	feeling	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	racket	ambiguous	HPO	HPO	Matched	0.0256410256410256	True	1.0
sound	music	ambiguous	HPO	HPO	Matched	0.0256410256410256	True	1.0
sound	song	ambiguous	HPO	HPO	Matched	0.0512820512820512	False	1.0
sound	volume	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	bang	ambiguous	HPO		Missing	0.1282051282051282	False	2.0
sound	tap	ambiguous	HPO	HPO	Matched	0.1025641025641025	False	1.0
sound	bass	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	clap	ambiguous	HPO		Missing	0.0256410256410256	True	2.0
sound	scream	ambiguous	HPO		Missing	0.0256410256410256	True	2.0
sound	yell	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	drop	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	bell	ambiguous	HPO	HPO	Matched	0.0256410256410256	True	1.0
sound	siren	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	beep	ambiguous	HPO	HPO	Matched	0.0512820512820512	False	1.0
sound	tune	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	harmony	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	melody	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	drum	ambiguous	HPO	HPO	Matched	0.0256410256410256	True	1.0
sound	ringing	ambiguous	HPO	HPO	Matched	0.0256410256410256	True	1.0
sound	screech	ambiguous	HPO		Missing	0.0256410256410256	True	2.0
sound	boom	ambiguous	HPO		Missing	0.0256410256410256	True	2.0
sound	firecracker	ambiguous	HPO		Missing	0.0256410256410256	True	
sound	ring	ambiguous	HPO	HPO	Matched	0.0256410256410256	True	1.0
task	job	abstract	HYP	SYN	Mismatched	0.2166666666666666	False	0.0
task	chore	abstract	HYP	SYN	Mismatched	0.1833333333333333	False	0.0
task	labor	abstract	HYP	SYN	Mismatched	0.0166666666666666	True	0.0
task	work	abstract	HYP	HYP	Matched	0.0666666666666666	False	1.0
task	duty	abstract	HYP	HYP	Matched	0.1833333333333333	False	1.0
task	authority	abstract	HYP		Missing	0.0166666666666666	True	
task	activity	abstract	HYP		Missing	0.0333333333333333	False	2.0
task	responsibility	abstract	HYP		Missing	0.0333333333333333	False	
task	homework	abstract	HYP		Missing	0.0333333333333333	False	
task	demand	abstract	HYP		Missing	0.0166666666666666	True	
task	assignment	abstract	HYP	HPO	Mismatched	0.1333333333333333	False	
task	function	abstract	HYP		Missing	0.0166666666666666	True	
task	commitment	abstract	HYP		Missing	0.0166666666666666	True	
task	requirement	abstract	HYP		Missing	0.0166666666666666	True	
task	duty	abstract	HPO	HYP	Mismatched	0.0697674418604651	False	
task	responsibility	abstract	HPO		Missing	0.0232558139534883	True	
task	assignment	abstract	HPO	HPO	Matched	0.1162790697674418	False	1.0
task	commission	abstract	HPO		Missing	0.0232558139534883	True	
task	job	abstract	HPO	SYN	Mismatched	0.0930232558139534	False	0.0
task	homework	abstract	HPO		Missing	0.0697674418604651	False	2.0
task	accounting	abstract	HPO		Missing	0.0232558139534883	True	
task	typing	abstract	HPO		Missing	0.0232558139534883	True	
task	listing	abstract	HPO		Missing	0.0232558139534883	True	
task	action	abstract	HPO		Missing	0.0232558139534883	True	
task	role	abstract	HPO		Missing	0.0232558139534883	True	
task	chore	abstract	HPO	SYN	Mismatched	0.1162790697674418	False	0.0
task	work	abstract	HPO	HYP	Mismatched	0.0232558139534883	True	
task	cleaning	abstract	HPO		Missing	0.0232558139534883	True	
task	sweeping	abstract	HPO		Missing	0.0465116279069767	False	
task	mopping	abstract	HPO		Missing	0.0232558139534883	True	
task	washing	abstract	HPO		Missing	0.0232558139534883	True	
task	choice	abstract	HPO		Missing	0.0232558139534883	True	
task	function	abstract	HPO		Missing	0.0232558139534883	True	
task	post	abstract	HPO		Missing	0.0232558139534883	True	
task	printing	abstract	HPO		Missing	0.0232558139534883	True	
task	copying	abstract	HPO		Missing	0.0232558139534883	True	
task	scanning	abstract	HPO		Missing	0.0232558139534883	True	
task	bagging	abstract	HPO		Missing	0.0232558139534883	True	
task	duty	abstract	SYN	HYP	Mismatched	0.1290322580645161	False	
task	chore	abstract	SYN	SYN	Matched	0.2419354838709677	False	
task	job	abstract	SYN	SYN	Matched	0.2903225806451613	False	
task	list	abstract	SYN		Missing	0.0161290322580645	True	
task	homework	abstract	SYN		Missing	0.032258064516129	False	
task	assignment	abstract	SYN	HPO	Mismatched	0.064516129032258	False	
task	responsibility	abstract	SYN		Missing	0.064516129032258	False	
task	work	abstract	SYN	HYP	Mismatched	0.064516129032258	False	
task	project	abstract	SYN	SYN	Matched	0.0161290322580645	True	
task	mission	abstract	SYN		Missing	0.0161290322580645	True	
task	employment	abstract	SYN		Missing	0.032258064516129	False	
task	activity	abstract	SYN		Missing	0.032258064516129	False	
face	nose	ambiguous	MER	MER	Matched	0.2142857142857142	False	
face	eye	ambiguous	MER	MER	Matched	0.1785714285714285	False	
face	lip	ambiguous	MER		Missing	0.0595238095238095	False	
face	chin	ambiguous	MER	MER	Matched	0.0595238095238095	False	
face	forehead	ambiguous	MER	MER	Matched	0.0595238095238095	False	
face	mouth	ambiguous	MER	MER	Matched	0.1785714285714285	False	
face	eyes	ambiguous	MER	MER	Matched	0.0238095238095238	False	
face	eyelash	ambiguous	MER		Missing	0.0119047619047619	True	
face	smile	ambiguous	MER		Missing	0.0238095238095238	False	
face	brow	ambiguous	MER	MER	Matched	0.0119047619047619	True	
face	ear	ambiguous	MER		Missing	0.0714285714285714	False	
face	lips	ambiguous	MER		Missing	0.0238095238095238	False	
face	eyebrows	ambiguous	MER	MER	Matched	0.0119047619047619	True	
face	eyebrow	ambiguous	MER	MER	Matched	0.0119047619047619	True	
face	head	ambiguous	MER	HOL	Mismatched	0.0119047619047619	True	
face	head	ambiguous	HOL	HOL	Matched	0.4	False	
face	body	ambiguous	HOL		Missing	0.2333333333333333	False	
face	skull	ambiguous	HOL		Missing	0.0333333333333333	False	
face	animal	ambiguous	HOL	HOL	Matched	0.05	False	
face	human	ambiguous	HOL	HOL	Matched	0.0833333333333333	False	
face	cat	ambiguous	HOL		Missing	0.0166666666666666	True	
face	person	ambiguous	HOL	HYP	Mismatched	0.1333333333333333	False	
face	watch	ambiguous	HOL	HOL	Matched	0.0333333333333333	False	
face	mammal	ambiguous	HOL		Missing	0.0166666666666666	True	
elbow	body	physical	HOL		Missing	0.2745098039215686	False	
elbow	arm	physical	HOL	HOL	Matched	0.5098039215686274	False	
elbow	person	physical	HOL		Missing	0.0196078431372549	True	
elbow	bone	physical	HOL		Missing	0.0196078431372549	True	
elbow	bend	physical	HOL	HYP	Mismatched	0.0196078431372549	True	
elbow	joint	physical	HOL	HYP	Mismatched	0.0784313725490196	False	
elbow	human	physical	HOL		Missing	0.0392156862745098	False	
elbow	bed	physical	HOL		Missing	0.0196078431372549	True	
elbow	articulation	physical	HOL	HYP	Mismatched	0.0196078431372549	True	
elbow	joint	physical	HYP	HYP	Matched	0.6842105263157895	False	1.0
elbow	arm	physical	HYP	HOL	Mismatched	0.0263157894736842	True	
elbow	limb	physical	HYP		Missing	0.0263157894736842	True	
elbow	part	physical	HYP		Missing	0.1052631578947368	False	3.0
elbow	bone	physical	HYP		Missing	0.1052631578947368	False	
elbow	anatomy	physical	HYP		Missing	0.0526315789473684	False	
anxiety	feeling	abstract	HYP		Missing	0.3666666666666666	False	2.0
anxiety	emotion	abstract	HYP	HYP	Matched	0.2166666666666666	False	1.0
anxiety	disorder	abstract	HYP		Missing	0.1333333333333333	False	
anxiety	concept	abstract	HYP		Missing	0.0166666666666666	True	
anxiety	disease	abstract	HYP		Missing	0.0166666666666666	True	
anxiety	stress	abstract	HYP		Missing	0.0333333333333333	False	
anxiety	mood	abstract	HYP		Missing	0.0166666666666666	True	
anxiety	condition	abstract	HYP		Missing	0.0166666666666666	True	2.0
anxiety	phobia	abstract	HYP		Missing	0.0166666666666666	True	
anxiety	concern	abstract	HYP	HPO	Mismatched	0.0333333333333333	False	
anxiety	worry	abstract	HYP	HPO	Mismatched	0.0166666666666666	True	
anxiety	fear	abstract	HYP	HPO	Mismatched	0.0166666666666666	True	
anxiety	uneasiness	abstract	HYP	HPO	Mismatched	0.0166666666666666	True	
anxiety	thought	abstract	HYP		Missing	0.0333333333333333	False	
anxiety	illness	abstract	HYP		Missing	0.0166666666666666	True	
anxiety	pain	abstract	HYP		Missing	0.0166666666666666	True	
anxiety	hurt	abstract	HYP		Missing	0.0166666666666666	True	
pie	dessert	ambiguous	HYP		Missing	0.4310344827586206	False	
pie	staple	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	food	ambiguous	HYP		Missing	0.2068965517241379	False	3.0
pie	snack	ambiguous	HYP		Missing	0.0344827586206896	False	
pie	meal	ambiguous	HYP		Missing	0.0344827586206896	False	
pie	serving	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	bakery	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	portion	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	part	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	percentage	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	dinner	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	sweet	ambiguous	HYP		Missing	0.0344827586206896	False	
pie	pudding	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	pastry	ambiguous	HYP	HYP	Matched	0.0517241379310344	False	1.0
pie	edible	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	foodstuff	ambiguous	HYP		Missing	0.0172413793103448	True	
pie	treat	ambiguous	HYP		Missing	0.0172413793103448	True	
treatment	plan	abstract	MER		Missing	0.0285714285714285	False	
treatment	medicine	abstract	MER		Missing	0.0714285714285714	False	
treatment	drug	abstract	MER		Missing	0.0857142857142857	False	
treatment	prescription	abstract	MER		Missing	0.0571428571428571	False	
treatment	dose	abstract	MER		Missing	0.0142857142857142	True	
treatment	cure	abstract	MER	MER	Matched	0.1428571428571428	False	
treatment	pill	abstract	MER		Missing	0.0714285714285714	False	
treatment	medication	abstract	MER	HPO	Mismatched	0.0714285714285714	False	
treatment	therapy	abstract	MER	SYN	Mismatched	0.1571428571428571	False	
treatment	therapeutic	abstract	MER	MER	Matched	0.0142857142857142	True	
treatment	remedy	abstract	MER	MER	Matched	0.0714285714285714	False	
treatment	pills	abstract	MER		Missing	0.0142857142857142	True	
treatment	surgery	abstract	MER		Missing	0.0142857142857142	True	
treatment	healing	abstract	MER		Missing	0.0142857142857142	True	
treatment	care	abstract	MER	HYP	Mismatched	0.0142857142857142	True	
treatment	session	abstract	MER		Missing	0.0142857142857142	True	
treatment	massage	abstract	MER	HPO	Mismatched	0.0285714285714285	False	
treatment	professional	abstract	MER		Missing	0.0142857142857142	True	
treatment	item	abstract	MER		Missing	0.0142857142857142	True	
treatment	material	abstract	MER		Missing	0.0142857142857142	True	
treatment	solution	abstract	MER		Missing	0.0142857142857142	True	
treatment	sleep	abstract	MER		Missing	0.0142857142857142	True	
treatment	option	abstract	MER		Missing	0.0142857142857142	True	
treatment	vaccine	abstract	MER		Missing	0.0142857142857142	True	
treatment	shot	abstract	MER		Missing	0.0142857142857142	True	
treatment	therapy	abstract	HPO	SYN	Mismatched	0.2142857142857142	False	0.0
treatment	cure	abstract	HPO	MER	Mismatched	0.1785714285714285	False	
treatment	drug	abstract	HPO		Missing	0.1071428571428571	False	
treatment	medicine	abstract	HPO		Missing	0.1785714285714285	False	
treatment	massage	abstract	HPO	HPO	Matched	0.0357142857142857	True	1.0
treatment	pill	abstract	HPO		Missing	0.0357142857142857	True	
treatment	medication	abstract	HPO	HPO	Matched	0.1071428571428571	False	1.0
treatment	solution	abstract	HPO		Missing	0.0357142857142857	True	
treatment	fix	abstract	HPO		Missing	0.0357142857142857	True	4.0
treatment	remedy	abstract	HPO	MER	Mismatched	0.0357142857142857	True	
bolt	tool	ambiguous	HOL		Missing	0.0566037735849056	False	
bolt	screw	ambiguous	HOL	HYP	Mismatched	0.0754716981132075	False	
bolt	fastener	ambiguous	HOL		Missing	0.0754716981132075	False	
bolt	window	ambiguous	HOL		Missing	0.0377358490566037	False	
bolt	wall	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	machine	ambiguous	HOL		Missing	0.0566037735849056	False	
bolt	engine	ambiguous	HOL		Missing	0.0943396226415094	False	
bolt	structure	ambiguous	HOL		Missing	0.0377358490566037	False	
bolt	lock	ambiguous	HOL	HOL	Matched	0.0566037735849056	False	
bolt	lightning	ambiguous	HOL	HYP	Mismatched	0.0943396226415094	False	
bolt	latch	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	table	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	door	ambiguous	HOL		Missing	0.0566037735849056	False	
bolt	treadmill	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	lightening	ambiguous	HOL		Missing	0.0377358490566037	False	
bolt	parts	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	stud	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	car	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	bridge	ambiguous	HOL		Missing	0.0377358490566037	False	
bolt	building	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	vehicle	ambiguous	HOL		Missing	0.0377358490566037	False	
bolt	nut	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	toolbox	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	construction	ambiguous	HOL		Missing	0.0188679245283018	True	
bolt	electricity	ambiguous	HOL		Missing	0.0188679245283018	True	
punishment	penalty	abstract	HPO	SYN	Mismatched	0.125	False	0.0
punishment	probation	abstract	HPO		Missing	0.075	False	
punishment	loss	abstract	HPO		Missing	0.025	True	
punishment	fine	abstract	HPO		Missing	0.05	False	
punishment	reprimand	abstract	HPO		Missing	0.025	True	
punishment	grounding	abstract	HPO		Missing	0.075	False	
